SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-35,marginalised,328.53380774124156,0.006564427280618699,5.957365036010742
EDTRPAS1-35,marginalised,338.18838173299986,0.006567307841051679,5.956052303314209
EDTRPAS1-35,marginalised,348.12667325021835,0.006570525221914692,5.954587936401367
EDTRPAS1-35,marginalised,358.3570198574877,0.006573903171202063,5.953052997589111
EDTRPAS1-35,marginalised,368.8880041341656,0.006577263849825221,5.951526165008545
EDTRPAS1-35,marginalised,379.72846087458856,0.006580452235467203,5.950078964233398
EDTRPAS1-35,marginalised,390.8874844998762,0.006583343001427179,5.948767185211182
EDTRPAS1-35,marginalised,402.3744366875448,0.006585855635283708,5.947628021240234
EDTRPAS1-35,marginalised,414.19895422533097,0.006587953016574316,5.94667911529541
EDTRPAS1-35,marginalised,426.3709570958148,0.006589639026323347,5.945912837982178
EDTRPAS1-35,marginalised,438.9006567986245,0.0065909400310150785,5.945323467254639
EDTRPAS1-35,marginalised,451.79856491720415,0.006591904603928713,5.944886684417725
EDTRPAS1-35,marginalised,465.0755019373324,0.0065925872311447175,5.944577217102051
EDTRPAS1-35,marginalised,478.7426063247889,0.0065930446134611085,5.944370269775391
EDTRPAS1-35,marginalised,492.8113438697855,0.006593328643339765,5.944241523742676
EDTRPAS1-35,marginalised,507.2935173060003,0.006603217729513038,5.939767360687256
EDTRPAS1-35,marginalised,522.2012762122849,0.006605826960554321,5.9385881423950195
EDTRPAS1-35,marginalised,537.5471272053524,0.006608695945421909,5.937291622161865
EDTRPAS1-35,marginalised,553.3439444319946,0.006611769782003959,5.935903549194336
EDTRPAS1-35,marginalised,569.6049803696347,0.006614967799456241,5.934459686279297
EDTRPAS1-35,marginalised,586.3438769442729,0.006618198512214067,5.933001518249512
EDTRPAS1-35,marginalised,603.5746769751529,0.006621373561870189,5.931569576263428
EDTRPAS1-35,marginalised,621.3118359557528,0.00662441784864715,5.930196285247803
EDTRPAS1-35,marginalised,639.5702341809807,0.006627274176381046,5.928908348083496
