SampleID,omitted_tracer,Aq_class,LPM,n_active_full,tau1_full,tau1_reduced,delta_tau1_rel,w_full_cond,w_reduced_cond,information_ratio_cond,censored_cond,w_full_true,w_reduced_true,information_ratio_true,censored_true
SCTXSUS1-25/EDTRVFPS1-06,3H,unconfined,DM,4,25.22128677368164,25.80296516418457,0.0230629941970252,0.5816206539515408,0.5909994947724044,1.0161253572361015,False,0.8619394121691588,0.8448271331377327,0.9801467727431545,False
SCTXSUS1-25/EDTRVFPS1-06,3He(trit),unconfined,DM,4,25.22128677368164,26.8071517944336,0.0628780377061015,0.5816206539515408,1.146612143423408,1.9714089168486453,False,0.8619394121691588,2.549142978689634,2.957450306483207,True
SCTXSUS1-25/EDTRVFPS1-06,SF6,unconfined,DM,4,25.22128677368164,19.39561462402344,0.2309823524046869,0.5816206539515408,1.048647492192686,1.8029749890554208,False,0.8619394121691588,1.672179931309073,1.9400202702192966,True
SCTXSUS1-25/EDTRVFPS1-06,14C,unconfined,DM,4,25.22128677368164,25.213302612304688,0.0003165643945369,0.5816206539515408,0.5817827130202198,1.0002786336206906,False,0.8619394121691588,0.8639349122066049,1.0023151279652291,False
SCTXSUS1-24/EDTRVFPS1-09,3H,unconfined,DM,4,30.60870933532715,30.48858642578125,0.0039244683018129,0.441552363755181,0.4327854587230831,0.9801452653145376,False,0.48568935925140944,0.5124733183998614,1.0551462753677248,False
SCTXSUS1-24/EDTRVFPS1-09,3He(trit),unconfined,DM,4,30.60870933532715,30.015661239624023,0.0193751421925738,0.441552363755181,0.6327872552443303,1.433096744999376,False,0.48568935925140944,2.301742801000364,4.7391254454246825,True
SCTXSUS1-24/EDTRVFPS1-09,SF6,unconfined,DM,4,30.60870933532715,31.11594009399414,0.01657145203707,0.441552363755181,0.8944513063877817,2.0256970176332487,False,0.48568935925140944,0.8590309508610513,1.7686839015478357,False
SCTXSUS1-24/EDTRVFPS1-09,14C,unconfined,DM,4,30.60870933532715,30.64377784729004,0.0011457037138908,0.441552363755181,0.4412477558013051,0.9993101430795538,False,0.48568935925140944,0.48552529490552837,0.9996622031289013,False
SCTXSUS1-20/EDTRVFPS1-04,3H,unconfined,DM,4,10.972871780395508,10.295623779296877,0.0617202146031293,1.5642964168917386,1.779054208751767,1.1372871468226926,True,1.6488340808544304,1.8743962812237434,1.136801029884357,True
SCTXSUS1-20/EDTRVFPS1-04,3He(trit),unconfined,DM,4,10.972871780395508,11.00650405883789,0.0030650388627042,1.5642964168917386,3.859027154627253,2.466941119954204,True,1.6488340808544304,2.9,1.7588185698449488,True
SCTXSUS1-20/EDTRVFPS1-04,SF6,unconfined,DM,4,10.972871780395508,11.047499656677246,0.0068011253366753,1.5642964168917386,1.6301718996837733,1.0421118926571022,True,1.6488340808544304,1.7154630310367782,1.0404097361620646,True
SCTXSUS1-20/EDTRVFPS1-04,14C,unconfined,DM,4,10.972871780395508,10.954809188842772,0.0016461134253847,1.5642964168917386,1.56668893834576,1.0015294553053924,True,1.6488340808544304,1.6527182095684112,1.0023556819689026,True
SCTXSUS1-08/EDTRVFPS1-13,3H,unconfined,DM,4,17.16606903076172,12.76332950592041,0.256479192583437,0.8029196005314585,1.5450218074023732,1.9242546904817264,True,0.776957691134884,1.6046014148741965,2.06523654142659,True
SCTXSUS1-08/EDTRVFPS1-13,3He(trit),unconfined,DM,4,17.16606903076172,17.789608001708984,0.03632392307347,0.8029196005314585,1.622825987404212,2.021156273093908,True,0.776957691134884,2.4694023283896973,3.178297038005633,True
SCTXSUS1-08/EDTRVFPS1-13,SF6,unconfined,DM,4,17.16606903076172,17.319665908813477,0.0089477024574764,0.8029196005314585,0.8110988026484853,1.0101868258186908,False,0.776957691134884,0.8033840508200235,1.0340126109653913,False
SCTXSUS1-08/EDTRVFPS1-13,14C,unconfined,DM,4,17.16606903076172,17.16510009765625,5.644467022312533e-05,0.8029196005314585,0.8030834863428031,1.000204112356002,False,0.776957691134884,0.777910381508992,1.0012261805050369,False
SCTXSUS1-07/EDTRVFPS1-16,3H,confined,DM,4,18.0756893157959,18.064077377319336,0.0006424063986547,0.996140813222154,1.157241431763395,1.1617247445370087,False,1.058917744131758,1.1637138428632163,1.0989652872588174,False
