SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-35,marginalised,220.6645754752707,0.006253695351180132,5.960684299468994
EDTRPAS1-35,marginalised,225.43569884342398,0.006254220586992172,5.96033239364624
EDTRPAS1-35,marginalised,230.30998157979514,0.006254648142630028,5.960052967071533
EDTRPAS1-35,marginalised,235.28965415600078,0.006254947185114965,5.95985221862793
EDTRPAS1-35,marginalised,240.37699527004452,0.006255121300583999,5.959733009338379
EDTRPAS1-35,marginalised,245.57433288904923,0.006255177392890299,5.95968770980835
EDTRPAS1-35,marginalised,250.88404531453503,0.006255120786881955,5.959714889526367
EDTRPAS1-35,marginalised,256.30856227072906,0.006254979187343905,5.959796905517578
EDTRPAS1-35,marginalised,261.8503660164084,0.0062547835900679544,5.959916591644287
EDTRPAS1-35,marginalised,267.51199248078086,0.0062545557166699016,5.960051536560059
EDTRPAS1-35,marginalised,273.29603242392653,0.006254349300493505,5.960178375244141
EDTRPAS1-35,marginalised,279.205132622329,0.0062542044777580625,5.960264682769775
EDTRPAS1-35,marginalised,285.24199708004056,0.006254169373648877,5.960285186767578
EDTRPAS1-35,marginalised,291.40938826603457,0.0062542732513710215,5.960216045379639
EDTRPAS1-35,marginalised,297.71012837831,0.006254569462046056,5.9600324630737305
EDTRPAS1-35,marginalised,304.1471006353309,0.0062550903427605305,5.959713935852051
EDTRPAS1-35,marginalised,310.7232505953858,0.006255835320080254,5.9592509269714355
EDTRPAS1-35,marginalised,317.4415875044758,0.00625682195792536,5.9586405754089355
EDTRPAS1-35,marginalised,324.30518567334434,0.006258025752980319,5.9578857421875
EDTRPAS1-35,marginalised,331.3171858842831,0.006259455551706913,5.956999778747559
EDTRPAS1-35,marginalised,338.48079682835316,0.00626105044109967,5.956007957458496
EDTRPAS1-35,marginalised,345.79929657368183,0.0062627798929146055,5.9549360275268555
EDTRPAS1-35,marginalised,353.2760340655068,0.006264591768403583,5.9538140296936035
